Types d'aliments,aliment,link,Quantité,Eau,Protéines,Alcool,Glucides,Lipides,Vitamine A(rétinol),Bêta-carotène(provitamine A),Vitamine D(cholécalciférol),Vitamine E(tocophérol),Vitamine K1,Vitamine K2,Vitamine C,Vitamine B1(thiamine),Vitamine B2(riboflavine),Vitamine B3(niacine),Vitamine B5(acide panthonéique),Vitamine B6,Vitamine B9(acide folique),Vitamine B12(cobolamine),Calcium,Cuivre
produits-laitiers,Abondance,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/abondance-918126,100000000.0,37200000.0,27100000.0,,,31600000.0,261000000.0,149000000.0,250000.0,750.0,2250000.0,,500.0,15.0,270.0,100.0,340.0,92.0,39600000.0,2190000.0,760000.0,490.0
produits-laitiers,Asiago,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/asiago-918127,100000000.0,,32100000.0,,,25600000.0,175000000.0,150000000.0,190000.0,480.0,,,,30.0,350.0,100.0,,90.0,40000000.0,,770000.0,
produits-laitiers,Beaufort,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/beaufort-918128,100000000.0,34300000.0,26500000.0,,,34000000.0,,100000000.0,,,,,,,,,,,,,745000.0,90.0
produits-laitiers,Bleu de gex,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/bleu-de-gex-918129,100000000.0,43600000.0,22500000.0,,,30700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.0,
produits-laitiers,Brie,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/brie-918130,100000000.0,52500000.0,17300000.0,,,25500000.0,204000000.0,9000000.0,390000.0,470.0,2300000.0,,,60.0,430.0,380.0,690.0,240.0,77700000.0,760000.0,424000.0,45.0
produits-laitiers,Camembert,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/camembert-918132,100000000.0,54800000.0,19500000.0,,,22500000.0,190000000.0,,240000.0,570.0,,,,45.0,450.0,1800.0,1360.0,250.0,62000000.0,1130000.0,449000.0,30.0
produits-laitiers,Camembert au lait cru,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/camembert-au-lait-cru-918131,100000000.0,55900000.0,20700000.0,,,20300000.0,181000000.0,,250000.0,460.0,3100000.0,,,15.0,600.0,10900.0,440.0,260.0,88000000.0,1610000.0,380000.0,20.0
produits-laitiers,Cancoillotte,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/cancoillotte-918133,100000000.0,72500000.0,13800000.0,,500000.0,10500000.0,65200000.0,,200000.0,150.0,,,,80.0,310.0,490.0,400.0,40.0,12000000.0,390000.0,101000.0,100.0
produits-laitiers,Cantal,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/cantal-918135,100000000.0,39600000.0,25300000.0,,,31000000.0,160000000.0,140000000.0,,,,,,,,,,,19400000.0,,772000.0,90.0
produits-laitiers,Cantal entre-deux,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/cantal-entre-deux-918134,100000000.0,37100000.0,26600000.0,,,30500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791000.0,
produits-laitiers,Chabichou,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/chabichou-918136,100000000.0,50400000.0,20500000.0,,,23800000.0,162000000.0,,500000.0,310.0,,,,40.0,820.0,1610.0,510.0,230.0,46000000.0,,104000.0,100.0
produits-laitiers,Chaource,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/chaource-918137,100000000.0,56000000.0,17300000.0,,,22900000.0,236000000.0,78200000.0,250000.0,590.0,890000.0,,500.0,32.0,530.0,,360.0,200.0,63200000.0,1600000.0,110000.0,30.0
produits-laitiers,Cheddar,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/cheddar-918138,100000000.0,37100000.0,24000000.0,,,33800000.0,256000000.0,85000000.0,600000.0,780.0,2900000.0,,,27.0,430.0,39.0,480.0,49.0,26000000.0,880000.0,675000.0,56.0
produits-laitiers,Comté,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/comte-918139,100000000.0,33200000.000000004,27200000.0,,,34600000.0,263000000.0,,,800.0,,,,,380.0,,,,5000000.0,2590000.0,993000.0,610.0
produits-laitiers,Coulommiers,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/coulommiers-918140,100000000.0,56000000.0,18800000.0,,,22800000.0,196000000.0,,,600.0,,,,,,,,,,,400000.0,70.0
produits-laitiers,Crème chantilly,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-chantilly-918119,100000000.0,57100000.0,2110000.0,,10600000.0,28200000.0,184000000.0,43000000.0,400000.0,640.0,1900000.0,,,37.0,65.0,70.0,310.0,41.0,3000000.0,290000.0,101000.0,10.0
produits-laitiers,Crème d'isigny,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-disigny-918120,100000000.0,54800000.0,2330000.0,,3000000.0,40000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
produits-laitiers,Crème épaisse 30% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-epaisse-30-mg-918124,100000000.0,65500000.0,3000000.0,,2800000.0,30700000.0,195000000.0,73000000.0,200000.0,500.0,,,500.0,24.0,170.0,160.0,240.0,34.0,23500000.0,120000.0,76900.0,7.5
produits-laitiers,Crème fluide 15 à 20% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-fluide-15-a-20-mg-918122,100000000.0,72400000.0,2960000.0,,4300000.0,13500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000.0,
produits-laitiers,Crème fraiche (aliment moyen,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-fraiche-aliment-moyen-918121,100000000.0,68000000.0,2880000.0,,2870000.0,26000000.0,211000000.0,78100000.0,170000.0,520.0,470000.0,,300.0,28.0,180.0,150.0,250.0,35.0,22300000.0,180000.0,82200.0,7.5
produits-laitiers,Crème semi-épaisse 15 à 20% mg uht,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-semi-epaisse-15-a-20-mg-uht-918123,100000000.0,73600000.0,2620000.0,,2890000.0,18700000.0,113000000.0,,180000.0,340.0,,,500.0,36.0,190.0,80.0,300.0,47.0,12000000.0,370000.0,99000.0,7.0
produits-laitiers,Crème semi-épaisse 30% mg uht,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/creme-semi-epaisse-30-mg-uht-918125,100000000.0,62900000.0,2490000.0,,1940000.0,30700000.0,329000000.0,66000000.0,510000.0,970.0,2950000.0,,700.0,27.0,140.0,55.0,230.0,24.0,7400000.0,320000.0,67000.0,8.3
produits-laitiers,Crottin de chavignol,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/crottin-de-chavignol-918141,100000000.0,50800000.0,19700000.0,,,24400000.0,204000000.0,,500000.0,540.0,,,,40.0,880.0,1300.0,2150.0,250.0,89500000.0,,147000.0,100.0
produits-laitiers,Crottin de chèvre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/crottin-de-chevre-918142,100000000.0,,22400000.0,,,28000000.0,175000000.0,,500000.0,440.0,,,,40.0,650.0,1120.0,790.0,160.0,77500000.0,100000.0,107000.0,100.0
produits-laitiers,Dessert au soja,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/dessert-au-soja-918212,100000000.0,90700000.0,3760000.0,,2049999.9999999998,1900000.0,,5000000.0,250000.0,230.0,5020000.0,,500.0,15.0,10.0,100.0,44.0,10.0,18600000.0,,12000.0,90.0
produits-laitiers,Edam,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/edam-918143,100000000.0,41600000.0,25500000.0,,,25500000.0,242000000.0,11000000.0,500000.0,240.0,2300000.0,47500000.0,,37.0,390.0,82.0,280.0,76.0,16000000.0,1540000.0,802000.0,56.0
produits-laitiers,Emmental,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/emmental-918144,100000000.0,39100000.0,27900000.0,,,28800000.0,247000000.0,133000000.0,280000.0,740.0,6590000.0,5230000.0,,40.0,500.0,100.0,300.0,80.0,20000000.0,1500000.0,898000.0,43.0
produits-laitiers,Époisses,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/epoisses-918145,100000000.0,55600000.0,17800000.0,,,24500000.0,210000000.0,,250000.0,640.0,1730000.0,,,21.0,1240.0,570.0,1100.0,180.0,,1700000.0,120000.0,20.0
produits-laitiers,Faisselle,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/faisselle-918215,100000000.0,84700000.0,4470000.0,,3570000.0,5500000.0,62900000.0,30000000.0,250000.0,130.0,800000.0,,500.0,15.0,120.0,170.0,430.0,24.0,9220000.0,330000.0,130000.0,10.0
produits-laitiers,Faisselle 0% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/faisselle-0-mg-918214,100000000.0,89900000.0,4470000.0,,4440000.0,,,,,,,,,,150.0,,,,,390000.0,124000.0,
produits-laitiers,Faisselle au coulis de fruits,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/faisselle-au-coulis-de-fruits-918213,100000000.0,,3570000.0,,8500000.0,5000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
produits-laitiers,Feta,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/feta-918146,100000000.0,55200000.0,15100000.0,,650000.0,24300000.0,215000000.0,,250000.0,400.0,4220000.0,,,16.0,270.0,180.0,180.0,10.0,18900000.0,530000.0,220000.0,40.0
produits-laitiers,Fontina,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fontina-918147,100000000.0,37900000.0,25600000.0,,,31100000.0,258000000.0,32000000.0,600000.0,270.0,2600000.0,,,21.0,200.0,150.0,430.0,83.0,6000000.0,1680000.0,550000.0,25.0
produits-laitiers,Fourme d'ambert,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fourme-dambert-918148,100000000.0,50000000.0,19900000.0,,,27600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442000.0,110.0
produits-laitiers,Fourme de montbrison,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fourme-de-montbrison-918149,100000000.0,42800000.0,22500000.0,,,30800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
produits-laitiers,Fromage blanc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-blanc-918217,100000000.0,83700000.0,8029999.999999999,,3460000.0,3260000.0,29000000.0,20000000.0,1500000.0,140.0,,,500.0,37.0,240.0,190.0,380.0,47.0,26000000.0,400000.0,130000.0,10.0
produits-laitiers,Fromage blanc 0% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-blanc-0-mg-918216,100000000.0,86500000.0,7950000.0,,3890000.0,44000.0,4000000.0,3000000.0,200000.0,,,,,44.0,240.0,200.0,330.0,58.0,24000000.0,400000.0,134000.0,11.0
produits-laitiers,Fromage blanc 8% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-blanc-8-mg-918218,100000000.0,79500000.0,6190000.0,,5250000.0,7650000.0,90000000.0,41000000.0,200000.0,100.0,,,,38.0,180.0,100.0,390.0,50.0,10800000.0,290000.0,104000.0,31.0
produits-laitiers,Fromage bleu d'auvergne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-bleu-dauvergne-918150,100000000.0,44100000.0,22400000.0,,,28400000.0,250000000.0,,,,,,,,550.0,,660.0,,54800000.0,850000.0,551000.0,70.0
produits-laitiers,Fromage bleu de bresse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-bleu-de-bresse-918151,100000000.0,51900000.0,17400000.0,,,30500000.0,108000000.0,50000000.0,200000.0,100.0,,,,50.0,460.0,1500.0,490.0,70.0,47000000.0,740000.0,434000.0,100.0
produits-laitiers,Fromage bleu des causses,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-bleu-des-causses-918152,100000000.0,45200000.0,20400000.0,,,30000000.0,,,,,,,,,,,,,25000000.0,,582000.0,
produits-laitiers,Fromage de brebis des pyrénées,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-brebis-des-pyrenees-918153,100000000.0,36900000.0,24100000.0,,,33600000.0,250000000.0,100000000.0,1080000.0,670.0,,,,32.0,490.0,190.0,160.0,64.0,26800000.0,730000.0,750000.0,100.0
produits-laitiers,Fromage de chèvre à tartiner,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-chevre-a-tartiner-918154,100000000.0,72900000.0,10800000.0,,2410000.0,12200000.0,84900000.0,,500000.0,210.0,,,500.0,40.0,200.0,340.0,130.0,30.0,26500000.0,80000.0,78100.0,70.0
produits-laitiers,Fromage de chèvre bûche,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-chevre-buche-918155,100000000.0,54800000.0,18800000.0,,,23300000.0,152000000.0,,500000.0,290.0,,,,22.0,470.0,1050.0,520.0,160.0,76400000.0,,107000.0,100.0
produits-laitiers,Fromage de chèvre demi-sec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-chevre-demi-sec-918156,100000000.0,45500000.0,21600000.0,,,29800000.0,401000000.0,77000000.0,500000.0,260.0,2500000.0,,,72.0,680.0,1150.0,190.0,60.0,2000000.0,220000.0,145000.0,68.0
produits-laitiers,Fromage de chèvre frais,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-chevre-frais-918157,100000000.0,62800000.0,14600000.0,,2049999.9999999998,18400000.0,129000000.0,54000000.0,500000.0,350.0,1800000.0,,,40.0,390.0,580.0,240.0,44.0,47000000.0,190000.0,94200.0,100.0
produits-laitiers,Fromage de chèvre sec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-de-chevre-sec-918158,100000000.0,29000000.0,30500000.0,,,35600000.0,478000000.0,91000000.0,700000.0,310.0,3000000.0,,,140.0,1190.0,2400.0,410.0,80.0,53000000.0,120000.0,895000.0,70.0
produits-laitiers,Fromage fondu en portions ou cubes,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-fondu-en-portions-ou-cubes-918159,100000000.0,59400000.0,10700000.0,,6380000.0,19300000.0,209000000.0,,250000.0,630.0,,,,90.0,380.0,100.0,400.0,25.0,7000000.0,850000.0,513000.0,350.0
produits-laitiers,Fromage fondu en tranches,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/fromage-fondu-en-tranches-918160,100000000.0,56100000.0,14100000.0,,5340000.0,18500000.0,161000000.0,,250000.0,530.0,1390000.0,,,100.0,370.0,100.0,440.0,31.0,,560000.0,490000.0,20.0
produits-laitiers,Gorgonzola,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/gorgonzola-918161,100000000.0,51100000.0,19000000.0,,,26400000.0,286000000.0,168000000.0,240000.0,160.0,900000.0,,500.0,70.0,320.0,2930.0,810.0,130.0,41200000.0,730000.0,390000.0,20.0
produits-laitiers,Gouda,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/gouda-918162,100000000.0,38400000.0,23200000.0,,,31500000.0,164000000.0,10000000.0,500000.0,240.0,2300000.0,,,30.0,330.0,63.0,340.0,80.0,21000000.0,1540000.0,728000.0,36.0
produits-laitiers,Grana padano,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/grana-padano-918163,100000000.0,,34100000.0,,,29200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170000.0,
produits-laitiers,Gruyère,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/gruyere-918164,100000000.0,32500000.0,28400000.0,,,34600000.0,262000000.0,33000000.0,440000.0,520.0,2700000.0,,,50.0,390.0,100.0,430.0,81.0,15000000.0,1550000.0,1090000.0,410.0
produits-laitiers,Kéfir de lait,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/kefir-de-lait-918222,100000000.0,87600000.0,3190000.0,,4500000.0,3500000.0,30600000.0,,100000.0,92.0,,,300.0,45.0,200.0,87.0,310.0,38.0,21000000.0,180000.0,127000.0,10.0
produits-laitiers,Lait concentré non sucré,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-concentre-non-sucre-918200,100000000.0,74500000.0,6440000.0,,9910000.0,5900000.0,145000000.0,,100000.0,200.0,,,1900.0,55.0,340.0,200.0,2160.0,280.0,30700000.0,160000.0,273000.0,
produits-laitiers,Lait concentré sucré,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-concentre-sucre-918201,100000000.0,27200000.0,7700000.0,,55600000.0,7870000.0,73000000.0,14000000.0,200000.0,160.0,600000.0,,2600.0,90.0,420.0,210.0,750.0,51.0,11000000.0,440000.0,290000.0,13.0
produits-laitiers,Lait de brebis,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-de-brebis-918202,100000000.0,82200000.0,5680000.0,,4500000.0,6970000.0,20300000.0,,200000.0,150.0,,,4200.0,57.0,340.0,420.0,410.0,60.0,9190000.0,710000.0,199000.0,11.0
produits-laitiers,Lait de chèvre demi-écrémé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-de-chevre-demi-ecreme-918203,100000000.0,89600000.0,3770000.0,,4130000.0,1570000.0,13400000.0,5000000.0,30000.0,80.0,800000.0,,500.0,26.0,88.0,230.0,290.0,13.0,5000000.0,50000.0,110000.0,10.0
produits-laitiers,Lait de chèvre entier,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-de-chevre-entier-918204,100000000.0,87000000.0,3390000.0,,4350000.0,2830000.0,35200000.0,,60000.0,40.0,,,1300.0,48.0,140.0,280.0,310.0,46.0,1000000.0,70000.0,134000.0,50.0
produits-laitiers,Lait demi-écrémé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-demi-ecreme-918205,100000000.0,89400000.0,3380000.0,,4830000.0,1550000.0,19200000.0,9450000.0,500000.0,130.0,200000.0,,1500.0,60.0,180.0,93.0,410.0,37.0,9490000.0,380000.0,117000.0,8.7
produits-laitiers,Lait écrémé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-ecreme-918206,100000000.0,90900000.0,3510000.0,,4640000.0,60000.0,1000000.0,,,,,,890.0,49.0,190.0,90.0,420.0,41.0,5110000.0,390000.0,105000.0,7.0
produits-laitiers,"Lait en poudre, demi-écrémé",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-en-poudre-demi-ecreme-918207,100000000.0,2470000.0,31500000.0,,43400000.0,17500000.0,310000000.0,,200000.0,400.0,,,,210.0,1710.0,800.0,3070.0,320.0,69000000.0,2800000.0,1030000.0,
produits-laitiers,"Lait en poudre, écrémé",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-en-poudre-ecreme-918208,100000000.0,1950000.0,35300000.0,,54000000.0,700000.0,9750000.0,1000000.0,18000.0,27.0,100000.0,,6100.0,430.0,1500.0,910.0,3500.0,420.0,35500000.0,4019999.9999999995,1250000.0,70.0
produits-laitiers,"Lait en poudre, entier",https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-en-poudre-entier-918209,100000000.0,2400000.0,27400000.0,,37500000.0,26800000.0,228000000.0,170000000.0,1200000.0,680.0,,,10000.0,330.0,1420.0,650.0,2270.0,300.0,37000000.0,3250000.0,960000.0,58.0
produits-laitiers,Lait entier,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/lait-entier-918210,100000000.0,87500000.0,3320000.0,,4850000.0,3630000.0,31400000.0,21900000.0,250000.0,89.0,800000.0,900000.0,500.0,41.0,170.0,100.0,430.0,20.0,2500000.0,240000.0,120000.0,10.0
produits-laitiers,Langres,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/langres-918165,100000000.0,56200000.0,16700000.0,,,23800000.0,220000000.0,74400000.0,250000.0,650.0,1370000.0,,500.0,15.0,840.0,100.0,2180.0,600.0,67600000.0,1780000.0,160000.0,30.0
produits-laitiers,Livarot,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/livarot-918166,100000000.0,48900000.0,24600000.0,,,22600000.0,168000000.0,119000000.0,250000.0,570.0,1020000.0,,500.0,15.0,550.0,100.0,1160.0,120.0,140000000.0,1680000.0,730000.0,30.0
produits-laitiers,Maroilles,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/maroilles-918167,100000000.0,48300000.0,21900000.0,,,26400000.0,222000000.0,84500000.0,250000.0,570.0,960000.0,,500.0,15.0,340.0,530.0,990.0,26.0,144000000.0,2570000.0,580000.0,30.0
produits-laitiers,Mascarpone,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/mascarpone-918168,100000000.0,51500000.0,4380000.0,,4000000.0,39000000.0,345000000.0,258000000.0,500000.0,1000.0,1170000.0,,,28.0,150.0,130.0,310.0,28.0,5000000.0,480000.0,130000.0,10.0
produits-laitiers,Mimolette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/mimolette-918169,100000000.0,45500000.0,24900000.0,,,23400000.0,120000000.0,112000000.0,200000.0,300.0,,,,30.0,330.0,100.0,320.0,50.0,18400000.0,570000.0,816000.0,70.0
produits-laitiers,Mont d'or ou vacherin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/mont-dor-ou-vacherin-918170,100000000.0,52900000.0,18900000.0,,,25400000.0,,100000000.0,,,,,,,,,,,,,491000.0,70.0
produits-laitiers,Morbier,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/morbier-918171,100000000.0,43600000.0,22800000.0,,,29200000.0,201000000.0,,250000.0,550.0,2250000.0,,500.0,15.0,210.0,880.0,480.0,36.0,29000000.0,1790000.0,600000.0,140.0
produits-laitiers,Mozzarella au lait de bufflonne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/mozzarella-au-lait-de-bufflonne-918172,100000000.0,61300000.0,14500000.0,,240000.0,22300000.0,141000000.0,170000000.0,250000.0,280.0,2350000.0,,,15.0,96.0,100.0,46.0,11.0,23600000.0,450000.0,260000.0,30.0
produits-laitiers,Mozzarella au lait de vache,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/mozzarella-au-lait-de-vache-918173,100000000.0,62700000.0,16500000.0,,750000.0,17700000.0,174000000.0,57000000.0,400000.0,190.0,2300000.0,,,30.0,280.0,100.0,140.0,37.0,7000000.0,2280000.0,545000.0,11.0
produits-laitiers,Munster,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/munster-918174,100000000.0,49400000.0,21200000.0,,,29000000.0,297000000.0,13000000.0,600000.0,260.0,2500000.0,,,13.0,320.0,100.0,190.0,56.0,12000000.0,1470000.0,717000.0,31.0
produits-laitiers,Neufchâtel,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/neufchatel-918175,100000000.0,54800000.0,18500000.0,,,23900000.0,186000000.0,27000000.0,300000.0,400.0,1950000.0,,,84.0,500.0,1360.0,180.0,320.0,94500000.0,650000.0,74500.0,20.0
produits-laitiers,Ossau-iraty,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/ossau-iraty-918176,100000000.0,33800000.0,24200000.0,,,37000000.0,273000000.0,,,150.0,,,,36.0,500.0,,160.0,28.0,35300000.0,1060000.0,764000.0,57.0
produits-laitiers,Parmesan,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/parmesan-918177,100000000.0,30400000.0,31100000.0,,,31000000.0,334000000.0,26700000.0,250000.0,170.0,1530000.0,,500.0,15.0,260.0,1230.0,340.0,180.0,16000000.0,2640000.0,980000.0,710.0
produits-laitiers,Pecorino,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/pecorino-918178,100000000.0,32200000.000000004,,,,28800000.0,137000000.0,24000000.0,500000.0,730.0,,,,30.0,470.0,200.0,,90.0,7000000.0,,1160000.0,
produits-laitiers,Pélardon,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/pelardon-918179,100000000.0,43600000.0,23800000.0,,,27800000.0,202000000.0,,500000.0,580.0,,,,40.0,1010.0,1280.0,1200.0,280.0,95500000.0,,147000.0,100.0
produits-laitiers,Petit suisse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/petit-suisse-918221,100000000.0,81600000.0,9950000.0,,2840000.0,4000000.0,,,,,,,,,240.0,260.0,340.0,,,350000.0,103000.0,10.0
produits-laitiers,Petit suisse 0% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/petit-suisse-0-mg-918219,100000000.0,84300000.0,9890000.0,,3800000.0,240000.0,2000000.0,50000000.0,200000.0,100.0,,,,,210.0,100.0,520.0,50.0,14200000.0,1600000.0,127000.0,
produits-laitiers,Petit uisse 10% mg,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/petit-uisse-10-mg-918220,100000000.0,76000000.0,9700000.0,,3170000.0,10400000.0,75300000.0,,,230.0,800000.0,,500.0,29.0,170.0,140.0,340.0,44.0,20200000.0,570000.0,110000.0,10.0
produits-laitiers,Picodon,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/picodon-918180,100000000.0,49400000.0,20700000.0,,,26000000.0,180000000.0,,500000.0,440.0,,,,40.0,780.0,1240.0,1230.0,140.0,80000000.0,,126000.0,100.0
produits-laitiers,Pont l'Évêque,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/pont-leveque-918181,100000000.0,47900000.0,22700000.0,,,26200000.0,191000000.0,113000000.0,250000.0,460.0,1820000.0,,500.0,15.0,490.0,100.0,880.0,130.0,88900000.0,1740000.0,660000.0,30.0
produits-laitiers,Pouligny saint-pierre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/pouligny-saint-pierre-918182,100000000.0,52700000.0,18900000.0,,,24500000.0,155000000.0,,500000.0,290.0,,,,40.0,860.0,1800.0,1240.0,170.0,108000000.0,,100000.0,100.0
produits-laitiers,Provolone,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/provolone-918183,100000000.0,41000000.0,25600000.0,,,26600000.0,230000000.0,68000000.0,500000.0,230.0,2200000.0,,,19.0,320.0,160.0,480.0,73.0,10000000.0,1460000.0,756000.0,26.0
produits-laitiers,Raclette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/produits-laitiers/raclette-918184,100000000.0,44700000.0,23400000.0,,,27500000.0,183000000.0,,,510.0,,,,,,,,,51000000.0,,630000.0,60.0
