Types d'aliments,aliment,link,Quantité,Eau,Protéines,Alcool,Glucides,Lipides,Vitamine A(rétinol),Bêta-carotène(provitamine A),Vitamine D(cholécalciférol),Vitamine E(tocophérol),Vitamine K1,Vitamine K2,Vitamine C,Vitamine B1(thiamine),Vitamine B2(riboflavine),Vitamine B3(niacine),Vitamine B5(acide panthonéique),Vitamine B6,Vitamine B9(acide folique),Vitamine B12(cobolamine),Calcium,Cuivre
aides-culinaires,Agar,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/agar-917616,100000000.0,91300000.0,540000.0,,6250000.0,30000.0,,,,870.0,2300000.0,,,5.0,22.0,55.0,300.0,32.0,85000000.0,,54000.0,61.0
aides-culinaires,Ail,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/ail-917655,100000000.0,67800000.0,5310000.0,,18600000.0,500000.0,,5000000.0,250000.0,80.0,800000.0,,500.0,200.0,10.0,100.0,360.0,1100.0,26100000.0,,11000.0,190.0
aides-culinaires,Aneth,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/aneth-917656,100000000.0,86000000.0,3930000.0,,3900000.0,1100000.0,,,,1700.0,,,70000.0,190.0,430.0,2400.0,300.0,300.0,116000000.0,,202000.0,220.0
aides-culinaires,Basilic,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/basilic-917657,100000000.0,91700000.0,3350000.0,,2550000.0,470000.0,,3140000000.0,,800.0,415000000.0,,14500.0,34.0,76.0,900.0,210.0,160.0,68000000.0,,273000.0,390.0
aides-culinaires,Bicarbonate de soude,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/bicarbonate-de-soude-917673,100000000.0,200000.0,100000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
aides-culinaires,Cannelle,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cannelle-917637,100000000.0,10600000.0,3870000.0,,27500000.0,1220000.0,,112000000.0,,2320.0,31200000.0,,3800.0,22.0,41.0,1330.0,360.0,160.0,6000000.0,,1000000.0,340.0
aides-culinaires,Câpre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/capre-917624,100000000.0,83900000.0,2180000.0,,3500000.0,860000.0,,83000000.0,,880.0,24600000.0,,4300.0,18.0,140.0,650.0,27.0,23.0,23000000.0,,40000.0,370.0
aides-culinaires,Cardamome,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cardamome-917638,100000000.0,8279999.999999999,10800000.0,,40500000.0,6700000.0,,,,,,,21000.0,200.0,180.0,1100.0,,230.0,,,383000.0,380.0
aides-culinaires,Carvi,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/carvi-917639,100000000.0,9870000.0,19800000.0,,11900000.0,14600000.0,,206000000.0,,2500.0,,,21000.0,380.0,380.0,3610.0,,360.0,10000000.0,,689000.0,910.0
aides-culinaires,Cerfeuil,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cerfeuil-917658,100000000.0,87400000.0,3720000.0,,3630000.0,600000.0,,,,2900.0,,,37000.0,130.0,340.0,1500.0,300.0,26.0,220000000.0,,273000.0,73.0
aides-culinaires,Ciboulette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/ciboulette-917659,100000000.0,90600000.0,2570000.0,,2100000.0,520000.0,,1610000000.0,,990.0,260000000.0,,39700.0,65.0,120.0,570.0,190.0,120.0,78300000.0,,92800.0,100.0
aides-culinaires,Clou de girofle,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/clou-de-girofle-917640,100000000.0,9870000.0,5970000.0,,31600000.0,13000000.0,,45000000.0,,8820.0,142000000.0,,200.0,160.0,220.0,1560.0,510.0,390.0,25000000.0,,632000.0,370.0
aides-culinaires,Coriandre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/coriandre-917660,100000000.0,92200000.0,2130000.0,,870000.0,520000.0,,3930000000.0,,2500.0,310000000.0,,27000.0,67.0,160.0,1110.0,570.0,150.0,62000000.0,,67000.0,230.0
aides-culinaires,Cornichon,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cornichon-917626,100000000.0,93700000.0,1060000.0,,780000.0,600000.0,,369000000.0,,480.0,42800000.0,,500.0,130.0,10.0,200.0,110.0,10.0,11500000.0,,65000.0,50.0
aides-culinaires,Cornichon aigre-doux,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cornichon-aigre-doux-917625,100000000.0,91500000.0,1250000.0,,5000000.0,350000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
aides-culinaires,Cumin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/cumin-917641,100000000.0,8060000.000000001,17800000.0,,33700000.0,22300000.0,,762000000.0,,3330.0,5400000.0,,7700.0,630.0,330.0,4580.0,,440.0,10000000.0,,931000.0,870.0
aides-culinaires,Curcuma,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/curcuma-917642,100000000.0,12900000.0,9680000.0,,44400000.0,3250000.0,,,,4430.0,13400000.0,,700.0,58.0,150.0,1350.0,540.0,110.0,20000000.0,,168000.0,1300.0
aides-culinaires,Curry,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/curry-917643,100000000.0,8800000.0,14500000.0,,2630000.0,14000000.0,,11000000.0,,25200.0,99800000.0,,700.0,180.0,200.0,3260.0,1070.0,110.0,56000000.0,,525000.0,1200.0
aides-culinaires,Dulse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/dulse-917617,100000000.0,6720000.0,17200000.0,,22600000.0,1330000.0,,15700000000.0,930000.0,3450.0,420000000.0,,83600.0,370.0,480.0,4310.0,400.0,13.0,92000000.0,9810000.0,547000.0,1100.0
aides-culinaires,Epice,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/epice-917644,100000000.0,8860000.0,12300000.0,,37700000.0,10400000.0,,576000000.0,96000.0,2990.0,118000000.0,,2610.0,150.0,64.0,1050.0,1770.0,290.0,30200000.0,,450000.0,970.0
aides-culinaires,Estragon,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/estragon-917661,100000000.0,,3800000.0,,4099999.9999999995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aides-culinaires,Fenugrec,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/fenugrec-917645,100000000.0,7720000.0,27100000.0,,33800000.0,6410000.0,,,,,,,3000.0,320.0,370.0,1640.0,,600.0,57000000.0,,176000.0,1110.0
aides-culinaires,Fleur de sel,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/fleur-de-sel-917685,100000000.0,3750000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171000.0,
aides-culinaires,Gelée royale,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/gelee-royale-917674,100000000.0,66000000.0,13000000.0,,14000000.0,4000000.0,,,,,,,12000.0,4300.0,7500.0,105000.0,133000.0,6200.0,200000000.0,150000000.0,0,0
aides-culinaires,Germe de blé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/germe-de-ble-917675,100000000.0,7500000.0,27200000.0,,35100000.0,9500000.0,,22400000.0,250000.0,10200.0,2870000.0,,500.0,1320.0,140.0,1680.0,1350.0,830.0,143000000.0,,54000.0,780.0
aides-culinaires,Gingembre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/gingembre-917646,100000000.0,90900000.0,1100000.0,,3400000.0,1100000.0,,43000000.0,250000.0,750.0,800000.0,,500.0,18.0,10.0,100.0,130.0,100.0,11800000.0,,11000.0,50.0
aides-culinaires,Haricot de mer,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/haricot-de-mer-917618,100000000.0,8090000.0,10100000.0,,28300000.0,2630000.0,,6620000000.0,280000.0,5500.0,,,62800.0,270.0,460.0,,,,60700000.0,,712000.0,230.0
aides-culinaires,Herbes aromatiques fraîches,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/herbes-aromatiques-fraiches-917662,100000000.0,84200000.0,3580000.0,,4150000.0000000005,800000.0,430000.0,3240000000.0,180.0,2230.0,870000000.0,,103000.0,80.0,200.0,1290.0,320.0,160.0,105000000.0,,218000.0,220.0
aides-culinaires,Herbes de provence,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/herbes-de-provence-917663,100000000.0,7100000.0,11500000.0,,23000000.0,7200000.0,,,,1690.0,,,54000.0,330.0,340.0,6030.0,,1580.0,274000000.0,,1860000.0,1060.0
aides-culinaires,Kombu royal,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/kombu-royal-917619,100000000.0,8630000.0,10300000.0,,23600000.0,1070000.0,,,1280000.0,570.0,,,11400.0,440.0,340.0,,,,,,801000.0,240.0
aides-culinaires,Laitue de mer,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/laitue-de-mer-917620,100000000.0,10900000.0,15900000.0,,13800000.0,2029999.9999999998,,993000000.0,1310000.0,1950.0,,,54600.0,130.0,250.0,8590.0,150.0,,53000000.0,9550000.0,1200000.0,1310.0
aides-culinaires,Laurier,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/laurier-917647,100000000.0,5440000.0,7610000.0,,48600000.0,8359999.999999999,,3710000000.0,,1790.0,,,46500.0,9.0,420.0,2009.9999999999998,,1740.0,180000000.0,,834000.0,420.0
aides-culinaires,Lécithine de soja,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/lecithine-de-soja-917676,100000000.0,1000000.0,,,8000000.0,83000000.0,,,,32500.0,,,,,,,,,,,125000.0,
aides-culinaires,Levure alimentaire,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/levure-alimentaire-917677,100000000.0,5000000.0,40400000.0,,21800000.0,4500000.0,21000000.0,5000000.0,250000.0,98.0,800000.0,,500.0,11600.0,1000.0,18500.0,5140.0,880.0,697000000.0,340000.0,130000.0,390.0
aides-culinaires,Levure chimique,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/levure-chimique-917678,100000000.0,5400000.0,1960000.0,,33200000.000000004,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960000.0,12.0
aides-culinaires,Marjolaine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/marjolaine-917664,100000000.0,7640000.0,12700000.0,,20300000.0,7040000.0,,4810000000.0,,1690.0,622000000.0,,51400.0,290.0,320.0,4120.0,,1190.0,274000000.0,,1990000.0,1130.0
aides-culinaires,Menthe,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/menthe-917665,100000000.0,82100000.0,3520000.0,,5300000.0,840000.0,,740000000.0,,5000.0,,,22600.0,80.0,220.0,1330.0,290.0,140.0,110000000.0,,221000.0,280.0
aides-culinaires,Miso,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/miso-917679,100000000.0,48000000.0,10700000.0,,18100000.0,5310000.0,,52000000.0,,10.0,29300000.0,,,79.0,170.0,600.0,340.0,200.0,19000000.0,80000.0,62500.0,420.0
aides-culinaires,Moutarde,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/moutarde-917627,100000000.0,67900000.0,6920000.0,,4330000.0,11200000.0,,51000000.0,,360.0,1400000.0,,300.0,110.0,48.0,570.0,190.0,71.0,7500000.0,,86300.0,82.0
aides-culinaires,Moutarde à l'ancienne,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/moutarde-a-lancienne-917628,100000000.0,67800000.0,6600000.0,,2200000.0,9900000.0,21000000.0,29300000.0,250000.0,1180.0,2630000.0,,500.0,220.0,44.0,940.0,210.0,18.0,18000000.0,,110000.0,160.0
aides-culinaires,Noix de muscade,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/noix-de-muscade-917648,100000000.0,6220000.0,5300000.0,,28500000.0,36300000.0,,28000000.0,,,,,3000.0,350.0,57.0,1300.0,,160.0,76000000.0,,184000.0,1030.0
aides-culinaires,Nori,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/nori-917621,100000000.0,6540000.0,31500000.0,,10500000.0,1630000.0,,,560000.0,2870.0,,,57300.0,580.0,1910.0,5820.0,250.0,530.0,21700000.0,38800000.0,318000.0,1060.0
aides-culinaires,Olive,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/olive-917629,100000000.0,74600000.0,1390000.0,,43000.0,16500000.0,52000.0,73400000.0,100000.0,5260.0,11300000.0,,2270.0,12.0,7.2,57.0,40.0,20.0,3200000.0,5100.0,64200.0,130.0
aides-culinaires,Olive noire,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/olive-noire-917630,100000000.0,70700000.0,1490000.0,,50000.0,19500000.0,,229000000.0,,5600.0,1400000.0,,300.0,23.0,11.0,70.0,56.0,28.0,2980000.0,4000.0,84300.0,190.0
aides-culinaires,Olive verte,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/olive-verte-917631,100000000.0,75800000.0,1310000.0,,,15700000.0,,26500000.0,250000.0,5230.0,13900000.0,,500.0,15.0,10.0,100.0,35.0,18.0,5000000.0,,58000.0,110.0
aides-culinaires,Origan,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/origan-917666,100000000.0,9930000.0,9000000.0,,26400000.0,4280000.0,,1010000000.0,,18300.0,622000000.0,,2300.0,180.0,530.0,4640.0,920.0,1040.0,237000000.0,,1600000.0,630.0
aides-culinaires,Paprika,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/paprika-917649,100000000.0,11200000.0,14100000.0,,19100000.0,12900000.0,,,,29100.0,80300000.0,,900.0,330.0,1230.0,10100.0,2510.0,2140.0,49000000.0,,229000.0,710.0
aides-culinaires,Persil,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/persil-917667,100000000.0,85500000.0,3710000.0,,3480000.0,630000.0,2000000.0,5050000000.0,,1730.0,1220000000.0,,177000.0,100.0,200.0,1510.0,350.0,150.0,134000000.0,,218000.0,120.0
aides-culinaires,Poivre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/poivre-917651,100000000.0,9000000.0,13300000.0,,39500000.0,7500000.0,,608000000.0,250000.0,1930.0,144000000.0,,500.0,120.0,10.0,460.0,1820.0,230.0,21800000.0,,480000.0,1000.0
aides-culinaires,Poivre blanc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/poivre-blanc-917650,100000000.0,11400000.0,11400000.0,,48300000.0,2110000.0,,,,,,,21000.0,22.0,130.0,210.0,,100.0,10000000.0,,265000.0,910.0
aides-culinaires,Pollen frais,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/pollen-frais-917680,100000000.0,,17500000.0,,37700000.0,5170000.0,,,,4460.0,,,6340.0,670.0,1080.0,4840.0,870.0,280.0,993000000.0,,105000.0,510.0
aides-culinaires,Quatre épices,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/quatre-epices-917652,100000000.0,8460000.0,6090000.0,,50500000.0,8690000.0,,,,,,,39200.0,100.0,63.0,2860.0,,210.0,36000000.0,,661000.0,550.0
aides-culinaires,Raifort,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/raifort-917668,100000000.0,69300000.0,7500000.0,,13000000.0,700000.0,,11000000.0,,,,,152000.0,140.0,110.0,600.0,,180.0,,,93700.0,230.0
aides-culinaires,Romarin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/romarin-917669,100000000.0,67800000.0,3310000.0,,6600000.0,5860000.0,,,,,,,21800.0,36.0,150.0,910.0,800.0,340.0,109000000.0,,317000.0,300.0
aides-culinaires,Safran,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/safran-917653,100000000.0,11900000.0,11400000.0,,61500000.0,5850000.0,,318000000.0,,1690.0,,,80800.0,120.0,270.0,1460.0,,1010.0,93000000.0,,111000.0,330.0
aides-culinaires,Sarriette,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sarriette-917670,100000000.0,9000000.0,6730000.0,,23000000.0,5910000.0,,,,,,,50000.0,370.0,,4080.0,,1810.0,,,2130000.0,850.0
aides-culinaires,Sauce soja,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sauce-soja-917684,100000000.0,68900000.0,7080000.0,,3640000.0,100000.0,,,,,,,,46.0,160.0,3080.0,340.0,170.0,16000000.0,,27300.0,44.0
aides-culinaires,Sauge,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sauge-917671,100000000.0,85600000.0,4000000.0,,970000.0,500000.0,,652000000.0,250000.0,1460.0,44900000.0,,500.0,140.0,90.0,100.0,680.0,140.0,72100000.0,,230000.0,130.0
aides-culinaires,Sel,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sel-917688,100000000.0,5090000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181000.0,
aides-culinaires,Sel au céleri,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sel-au-celeri-917686,100000000.0,,1810000.0,,4139999.9999999995,2530000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
aides-culinaires,Sel blanc alimentaire,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/sel-blanc-alimentaire-917687,100000000.0,27000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300.0,
aides-culinaires,Son d'avoine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/son-davoine-917681,100000000.0,7530000.0,15800000.0,,51000000.0,6480000.0,,,,1010.0,3200000.0,,,1170.0,220.0,930.0,1490.0,170.0,52000000.0,,62600.0,400.0
aides-culinaires,Son de blé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/son-de-ble-917682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aides-culinaires,Spiruline,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/spiruline-917622,100000000.0,4680000.0,57500000.0,,20300000.0,7720000.0,,342000000.0,,5000.0,25500000.0,,10100.0,2380.0,3670.0,12800.0,3480.0,360.0,94000000.0,,120000.0,6100.0
aides-culinaires,Tapenade,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/tapenade-917632,100000000.0,62300000.0,1300000.0,,2600000.0,23000000.0,,162000000.0,,4490.0,,,1050.0,,90.0,1100.0,20.0,20.0,,,63000.0,150.0
aides-culinaires,Thym,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/thym-917672,100000000.0,65099999.99999999,5560000.0,,10500000.0,1680000.0,,2850000000.0,,1700.0,,,160000.0,48.0,470.0,1820.0,410.0,350.0,45000000.0,,405000.0,560.0
aides-culinaires,Vanille,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/vanille-917654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aides-culinaires,Vinaigre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/vinaigre-917633,100000000.0,92900000.0,40000.0,200000.0,620000.0,100000.0,,,,,,,500.0,,,,,1.0,,,9000.0,7.5
aides-culinaires,Vinaigre balsamique,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/vinaigre-balsamique-917634,100000000.0,70300000.0,690000.0,,25800000.0,600000.0,,5000000.0,250000.0,,800000.0,,500.0,15.0,10.0,100.0,72.0,1710.0,5500000.0,,18000.0,30.0
aides-culinaires,Vinaigre de cidre,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/vinaigre-de-cidre-917635,100000000.0,93800000.0,,,930000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000.0,8.0
aides-culinaires,Vinaigre de vin rouge,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/vinaigre-de-vin-rouge-917636,100000000.0,91500000.0,500000.0,110000.0,,,,8940000.0,250000.0,80.0,800000.0,,500.0,15.0,10.0,100.0,37.0,15.0,5000000.0,,10000.0,10.0
aides-culinaires,Wakamé,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/aides-culinaires/wakame-917623,100000000.0,8540000.0,14100000.0,,5700000.0,2510000.0,,104000000000.0,,1130.0,732000000.0,,28000.0,340.0,780.0,6390.0,160.0,180.0,237000000.0,230000.0,1000000.0,230.0
charcuteries,Andouille,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/andouille-918265,100000000.0,60500000.0,18400000.0,,300000.0,15100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Bloc de foie gras de canard,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/bloc-de-foie-gras-de-canard-918282,100000000.0,39100000.0,6880000.0,,2430000.0,50100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Bloc de foie gras de canard  50% de morceaux,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/bloc-de-foie-gras-de-canard-50-de-morceaux-918284,100000000.0,38500000.0,6390000.0,,2000000.0,49500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Bloc de foie gras de canard 30% de morceaux,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/bloc-de-foie-gras-de-canard-30-de-morceaux-918283,100000000.0,39100000.0,6880000.0,,2430000.0,50100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Bloc de foie gras de canard sans morceaux,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/bloc-de-foie-gras-de-canard-sans-morceaux-918285,100000000.0,40800000.0,5750000.0,,2100000.0,50000000.0,1430000000.0,,2750000.0,2400.0,,,14700.0,100.0,570.0,5800.0,2150.0,950.0,142000000.0,4550000.0,1700.0,800.0
charcuteries,Boudin,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/boudin-918269,100000000.0,61300000.0,11300000.0,,4019999.9999999995,19400000.0,9090000.0,28000000.0,710000.0,230.0,,,75.0,84.0,85.0,930.0,170.0,97.0,24000000.0,300000.0,32200.000000000004,50.0
charcuteries,Boudin antillais,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/boudin-antillais-918266,100000000.0,63900000.0,11500000.0,,9200000.0,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Boudin blanc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/boudin-blanc-918267,100000000.0,64200000.0,10000000.0,,,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Boudin noir,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/boudin-noir-918268,100000000.0,56000000.0,12200000.0,,4500000.0,27100000.0,,,250000.0,120.0,,,,34.0,130.0,410.0,,100.0,2220000.0,190000.0,22400.0,300.0
charcuteries,Bresaola,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/bresaola-918270,100000000.0,57100000.0,31600000.0,,,4300000.0,,,500000.0,130.0,,,,120.0,600.0,2400.0,,530.0,19000000.0,,35000.0,
charcuteries,Cervelas,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/cervelas-918272,100000000.0,61100000.0,11900000.0,,1560000.0,24800000.0,3000000.0,,500000.0,560.0,,,18100.0,210.0,110.0,3430.0,430.0,170.0,32900000.0,610000.0,32600.0,110.0
charcuteries,Chair à saucisse,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/chair-a-saucisse-918273,100000000.0,54200000.0,14700000.0,,600000.0,29100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14100.0,
charcuteries,Charcuterie,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/charcuterie-918274,100000000.0,58500000.0,19700000.0,,1470000.0,17100000.0,234000000.0,51900000.0,510000.0,400.0,,,,460.0,270.0,5630.0,700.0,290.0,14300000.0,960000.0,14600.0,190.0
charcuteries,Chipolata,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/chipolata-918275,100000000.0,62200000.0,15800000.0,,1000000.0,20600000.0,,,190000.0,340.0,,,,400.0,,4600.0,,210.0,1500000.0,360000.0,20000.0,800.0
charcuteries,Chorizo,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/chorizo-918276,100000000.0,34000000.0,23500000.0,,3050000.0,36100000.0,,663000000.0,,,,,,,,,,,,,,
charcuteries,Confit de foie de volaille,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/confit-de-foie-de-volaille-918277,100000000.0,46700000.0,14000000.0,,7420000.0,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Coppa,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/coppa-918278,100000000.0,,25000000.0,,1000000.0,20000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Corned-beef,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/corned-beef-918279,100000000.0,63400000.0,23100000.0,,100000.0,10500000.0,,,200000.0,150.0,1600000.0,,,55.0,190.0,3320.0,630.0,130.0,9000000.0,1620000.0,14500.0,64.0
charcuteries,Diot,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/diot-918280,100000000.0,,18000000.0,,,30000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
charcuteries,Foie gras de canard cru,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/foie-gras-de-canard-cru-918281,100000000.0,,5940000.0,,1410000.0,63400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,
charcuteries,Foie gras de canard entier cuit,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/foie-gras-de-canard-entier-cuit-918286,100000000.0,35100000.0,8410000.0,,2320000.0,54600000.0,5400000000.0,,200000.0,,,,31000.0,,,,,300.0,,15000000.0,5680.0,910.0
charcuteries,Fromage de tête,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/fromage-de-tete-918287,100000000.0,67700000.0,14100000.0,,200000.0,12900000.0,,,900000.0,170.0,3400000.0,,,260.0,110.0,770.0,900.0,140.0,2500000.0,780000.0,13100.0,110.0
charcuteries,Galantine,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/galantine-918288,100000000.0,57000000.0,15200000.0,,1570000.0,23400000.0,,,,,,,5000.0,160.0,220.0,2600.0,,,,,9000.0,
charcuteries,Jambon blanc,https://www.santemagazine.fr/alimentation/nutriments/guide-des-calories/charcuteries/jambon-blanc-918291,100000000.0,72300000.0,19500000.0,,1700000.0,4500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
